step,phase,action,reward,red_distance,green_distance,alignment,collision,done_reason
25,1,1,-2.1,-1.0,-1.0,0.0,,
26,1,1,0.1,-1.0,-1.0,0.0,,
27,1,1,0.1,-1.0,-1.0,0.0,,
28,1,1,0.1,-1.0,-1.0,0.0,,
29,1,0,-0.6,-1.0,-1.0,0.0,,
30,1,2,-0.1,-1.0,-1.0,0.0,,
31,1,1,-0.1,-1.0,-1.0,0.0,,
32,1,0,-0.6,-1.0,-1.0,0.0,,
33,1,2,-0.1,-1.0,-1.0,0.0,,
34,1,1,-0.1,-1.0,-1.0,0.0,,
35,1,2,-2.1,-1.0,-1.0,0.0,,
36,1,1,-2.1,-1.0,-1.0,0.0,,
37,1,2,-2.1,-1.0,-1.0,0.0,,
38,1,1,-2.1,-1.0,-1.0,0.0,,
39,1,1,0.1,-1.0,-1.0,0.0,,
40,1,1,0.1,-1.0,-1.0,0.0,,
41,1,1,0.1,-1.0,-1.0,0.0,,
42,1,1,0.1,-1.0,-1.0,0.0,,
43,1,0,-0.6,-1.0,-1.0,0.0,,
44,1,1,-0.1,-1.0,-1.0,0.0,,
45,1,1,0.1,-1.0,-1.0,0.0,,
46,1,1,0.1,-1.0,-1.0,0.0,,
47,1,2,-0.1,-1.0,-1.0,0.0,,
48,1,1,-2.1,-1.0,-1.0,0.0,,
49,1,1,0.1,-1.0,-1.0,0.0,,
50,1,1,0.1,-1.0,-1.0,0.0,,
51,1,2,-0.1,-1.0,-1.0,0.0,,
52,1,1,-2.1,-1.0,-1.0,0.0,,
53,1,1,0.1,-1.0,-1.0,0.0,,
54,1,1,0.1,-1.0,-1.0,0.0,,
55,1,1,0.1,-1.0,-1.0,0.0,,
56,1,1,0.1,-1.0,-1.0,0.0,,
57,1,2,-0.1,-1.0,-1.0,0.0,,
58,1,1,-2.1,-1.0,-1.0,0.0,,
59,1,2,-2.1,-1.0,-1.0,0.0,,
60,1,1,-2.1,-1.0,-1.0,0.0,,
61,1,1,0.1,-1.0,-1.0,0.0,,
62,1,1,0.1,-1.0,-1.0,0.0,,
63,1,1,0.1,-1.0,-1.0,0.0,,
64,1,1,0.1,-1.0,-1.0,0.0,,
65,1,1,0.1,-1.0,-1.0,0.0,,
66,1,1,0.1,-1.0,-1.0,0.0,,
67,1,0,-0.6,-1.0,-1.0,0.0,,
68,1,2,-0.1,-1.0,-1.0,0.0,,
69,1,0,-0.6,-1.0,-1.0,0.0,,
70,1,0,-0.6,-1.0,-1.0,0.0,,
71,1,2,-0.1,-1.0,-1.0,0.0,,
72,1,0,-0.6,-1.0,-1.0,0.0,,
73,1,2,-0.1,-1.0,-1.0,0.0,,
74,1,2,0.1,-1.0,-1.0,0.0,,
75,1,0,-0.6,-1.0,-1.0,0.0,,
76,1,2,-0.1,-1.0,-1.0,0.0,,
77,1,0,-0.6,-1.0,-1.0,0.0,,
78,1,1,-0.1,-1.0,-1.0,0.0,,
79,1,2,-0.1,-1.0,-1.0,0.0,,
80,1,2,0.1,-1.0,-1.0,0.0,,
81,1,2,0.1,-1.0,-1.0,0.0,,
82,1,0,-20.0,-1.0,-1.0,0.0,True,collision
0,1,0,38.69345066845417,0.20224737,-1.0,0.9609375,,
1,1,1,8.262821489572525,0.20634195,-1.0,0.87890625,,
2,1,1,7.3624726921319965,0.21453671,-1.0,0.70703125,,
3,1,0,36.82798897624016,0.2003397,-1.0,0.5859375,,
