step,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,green_pixel_count,nearest_area,centroid_x,centroid_y,action,reward,distance_to_lower_center
96,6.433885097503662,31.61612319946289,65.81543731689453,253.59133911132812,57.76097869873047,132.87257385253906,57.76176071166992,22.22599220275879,65937.0,65406.5,412.0,346.0,1,-0.43203161647101795,227.7981562699751
97,6.432226657867432,18.572898864746094,106.31434631347656,102.0243911743164,138.025146484375,59.11807632446289,57.74946212768555,58.03689956665039,0.0,0.0,-1.0,-1.0,0,-1.0,1000
0,6.432626724243164,6.435850620269775,57.490779876708984,52.280208587646484,5.84739351272583,5.892592430114746,60.96175003051758,13.14891242980957,27184.0,26865.5,68.0,338.0,0,0.3614655042397996,256.1640099623677
1,6.485261917114258,6.48849630355835,59.72603225708008,52.084754943847656,5.805992126464844,5.862821578979492,60.25631332397461,30.524307250976562,26798.0,26487.0,61.0,373.0,0,0.3686069890122478,240.28524715429367
2,6.438787460327148,6.441532611846924,62.766845703125,52.25674057006836,5.842671871185303,5.888876438140869,57.79648208618164,65.4800796508789,19636.0,19360.5,50.0,416.0,0,0.32321479896607125,227.27076362788065
3,6.4321184158325195,6.434696674346924,52.28201675415039,52.28246307373047,5.848118782043457,5.892748832702637,57.74821090698242,5.926853656768799,0.0,0.0,-1.0,-1.0,0,-1.0,1000
4,6.4345808029174805,6.437517166137695,52.270484924316406,52.27226638793945,5.845851898193359,5.891321182250977,57.76717758178711,5.925082206726074,0.0,0.0,-1.0,-1.0,1,-0.02,1000
5,6.627057075500488,6.631974697113037,51.560508728027344,51.56144332885742,5.69513463973999,5.783888816833496,59.15250778198242,5.818696975708008,0.0,0.0,-1.0,-1.0,2,-0.02,1000
6,6.431798458099365,6.434699058532715,52.282012939453125,52.28377914428711,5.848232269287109,5.893033504486084,57.74728775024414,5.926786422729492,0.0,0.0,-1.0,-1.0,1,-0.02,1000
7,6.433042526245117,6.435611724853516,52.278419494628906,52.278648376464844,5.847314357757568,5.89213752746582,57.7548828125,5.9263596534729,5882.0,5729.0,204.0,168.0,1,1.0,348.05890306096177
8,6.433497428894043,6.436171054840088,52.275997161865234,52.27643966674805,5.846863269805908,5.891863822937012,57.758460998535156,5.925971031188965,6898.0,6732.5,196.0,173.0,0,0.236756359230614,344.26879033685293
9,6.4331793785095215,6.436446189880371,52.27522277832031,52.27820587158203,5.846937656402588,5.892293930053711,57.7584342956543,5.925654888153076,8211.0,8031.5,191.0,179.0,0,0.25034091475351916,339.284541351356
10,6.43463134765625,6.437049865722656,52.270591735839844,52.94550323486328,5.845787048339844,14.87363338470459,57.76533889770508,5.925343036651611,9941.0,9744.0,182.0,186.0,0,0.25041169513224576,334.2932844075693
11,6.433623313903809,6.436776638031006,52.273216247558594,53.868629455566406,5.8465447425842285,17.103130340576172,57.761104583740234,5.9254350662231445,12224.0,12006.0,176.0,195.0,0,0.27427996730107956,326.9388321995416
12,6.431766033172607,6.434296607971191,52.28358459472656,55.8852424621582,5.848431587219238,20.349109649658203,57.7457160949707,5.9271697998046875,15451.0,15207.0,165.0,205.0,0,0.2680312934330584,320.2030605725061
13,6.430964469909668,6.4336934089660645,52.28635787963867,53.827598571777344,5.849064350128174,16.698040008544922,57.740760803222656,5.927497386932373,11866.0,11651.5,175.0,193.0,3,-0.050092168772435,329.1230772826482
14,6.432722091674805,6.435532093048096,52.278770446777344,55.764347076416016,5.847534656524658,19.824392318725586,57.753475189208984,5.926340103149414,14922.0,14682.5,164.0,204.0,0,0.27753111113185297,321.44672964583106
15,6.431792736053467,6.434342861175537,52.28349685668945,56.919097900390625,7.910267353057861,24.880779266357422,57.74591827392578,5.9271392822265625,19384.0,19109.5,152.0,217.0,0,0.28737782013924174,312.79546032511405
16,6.432554244995117,6.435262203216553,52.99301528930664,59.2594108581543,10.804483413696289,35.204437255859375,57.75166320800781,5.926470756530762,26113.0,25792.0,136.0,235.0,0,0.3102885462923488,301.87580227636664
17,6.432638168334961,6.434922695159912,55.71963119506836,65.57412719726562,18.130712509155273,54.65928649902344,57.750675201416016,7.255889415740967,37141.0,36753.0,114.0,260.0,0,0.3274780471214798,289.25421345245775
18,6.432753086090088,6.435624122619629,58.45048522949219,81.08076477050781,24.590728759765625,96.91542053222656,57.75381088256836,16.27391815185547,53230.0,52761.5,84.0,305.0,0,0.4032162190725802,269.1337957224993
19,6.4395647048950195,6.441896915435791,70.92347717285156,146.78005981445312,46.15171432495117,229.16387939453125,57.800376892089844,28.6976375579834,49107.0,48620.5,68.0,341.0,0,0.3514798530067597,254.13579047430528
20,6.434041500091553,30.969608306884766,56.91413497924805,65.79432678222656,51.023189544677734,108.6356430053711,57.761993408203125,12.531929969787598,76974.0,76422.0,274.0,324.0,1,0.7792881470349562,188.85973631242842
21,6.430746555328369,33.512569427490234,63.16135025024414,85.29287719726562,167.9744873046875,122.61054992675781,57.73869323730469,22.315431594848633,125559.0,124894.5,284.0,337.0,0,0.3175023061297832,177.22584461641028
22,6.4350433349609375,36.133113861083984,97.17488098144531,89.8394775390625,114.23258209228516,139.3314971923828,57.77228546142578,54.10538864135742,0.0,0.0,-1.0,-1.0,0,-1.0,1000
